y_mm \ x_mm,-45.00,-40.00,-35.00,-30.00,-25.00,-20.00,-15.00,-10.00,-5.00,0.00,5.00,10.00,15.00,20.00,25.00,30.00,35.00,40.00,45.00,50.00
50.00,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0008,-1.0000,0.0003,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0000
45.00,0.0000,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0011,-1.0000,0.0059,-1.0000,0.0079,-1.0000,0.0053,-1.0000,0.0008,-1.0000,0.0000,-1.0000,0.0000,-1.0000
40.00,-1.0000,0.0000,-1.0000,0.0003,-1.0000,0.0028,-1.0000,0.0197,-1.0000,0.0359,-1.0000,0.0383,-1.0000,0.0209,-1.0000,0.0048,-1.0000,0.0000,-1.0000,0.0000
35.00,0.0000,-1.0000,0.0003,-1.0000,0.0046,-1.0000,0.0384,-1.0000,0.1015,-1.0000,0.1376,-1.0000,0.1097,-1.0000,0.0440,-1.0000,0.0072,-1.0000,0.0000,-1.0000
30.00,-1.0000,0.0000,-1.0000,0.0019,-1.0000,0.0384,-1.0000,0.1703,-1.0000,0.2713,-1.0000,0.2845,-1.0000,0.1857,-1.0000,0.0590,-1.0000,0.0052,-1.0000,0.0000
25.00,0.0000,-1.0000,0.0012,-1.0000,0.0288,-1.0000,0.1707,-1.0000,0.3400,-1.0000,0.3898,-1.0000,0.3568,-1.0000,0.2057,-1.0000,0.0400,-1.0000,0.0006,-1.0000
20.00,-1.0000,0.0003,-1.0000,0.0245,-1.0000,0.1419,-1.0000,0.3433,-1.0000,0.4041,-1.0000,0.4099,-1.0000,0.3601,-1.0000,0.1451,-1.0000,0.0147,-1.0000,0.0000
15.00,0.0000,-1.0000,0.0179,-1.0000,0.1246,-1.0000,0.3225,-1.0000,0.4158,-1.0000,0.4279,-1.0000,0.4230,-1.0000,0.3054,-1.0000,0.0678,-1.0000,0.0025,-1.0000
10.00,-1.0000,0.0104,-1.0000,0.1003,-1.0000,0.3028,-1.0000,0.4119,-1.0000,0.4264,-1.0000,0.4279,-1.0000,0.4113,-1.0000,0.2000,-1.0000,0.0265,-1.0000,0.0000
5.00,0.0028,-1.0000,0.0640,-1.0000,0.2684,-1.0000,0.4081,-1.0000,0.4226,-1.0000,0.4262,-1.0000,0.4290,-1.0000,0.3551,-1.0000,0.1145,-1.0000,0.0077,-1.0000
0.00,-1.0000,0.0282,-1.0000,0.1960,-1.0000,0.3841,-1.0000,0.4239,-1.0000,0.4241,-1.0000,0.4231,-1.0000,0.4194,-1.0000,0.2849,-1.0000,0.0573,-1.0000,0.0010
-5.00,0.0063,-1.0000,0.0997,-1.0000,0.3221,-1.0000,0.4081,-1.0000,0.4266,-1.0000,0.4218,-1.0000,0.4242,-1.0000,0.3937,-1.0000,0.1884,-1.0000,0.0243,-1.0000
-10.00,-1.0000,0.0306,-1.0000,0.2005,-1.0000,0.3691,-1.0000,0.4217,-1.0000,0.4235,-1.0000,0.4279,-1.0000,0.4159,-1.0000,0.3227,-1.0000,0.1044,-1.0000,0.0072
-15.00,0.0055,-1.0000,0.0787,-1.0000,0.2775,-1.0000,0.3956,-1.0000,0.4163,-1.0000,0.4276,-1.0000,0.4240,-1.0000,0.3915,-1.0000,0.2300,-1.0000,0.0366,-1.0000
-20.00,-1.0000,0.0198,-1.0000,0.1456,-1.0000,0.3377,-1.0000,0.4069,-1.0000,0.4218,-1.0000,0.4180,-1.0000,0.4112,-1.0000,0.3348,-1.0000,0.1086,-1.0000,0.0068
-25.00,0.0014,-1.0000,0.0440,-1.0000,0.2080,-1.0000,0.3713,-1.0000,0.4084,-1.0000,0.4104,-1.0000,0.4041,-1.0000,0.3727,-1.0000,0.1960,-1.0000,0.0284,-1.0000
-30.00,-1.0000,0.0062,-1.0000,0.0703,-1.0000,0.2429,-1.0000,0.3645,-1.0000,0.3905,-1.0000,0.3966,-1.0000,0.3709,-1.0000,0.2465,-1.0000,0.0598,-1.0000,0.0030
-35.00,0.0000,-1.0000,0.0117,-1.0000,0.0835,-1.0000,0.2179,-1.0000,0.3010,-1.0000,0.3289,-1.0000,0.3268,-1.0000,0.2381,-1.0000,0.0815,-1.0000,0.0078,-1.0000
-40.00,-1.0000,0.0000,-1.0000,0.0130,-1.0000,0.0635,-1.0000,0.1357,-1.0000,0.1719,-1.0000,0.1781,-1.0000,0.1571,-1.0000,0.0730,-1.0000,0.0129,-1.0000,0.0000
-45.00,0.0000,-1.0000,0.0000,-1.0000,0.0090,-1.0000,0.0308,-1.0000,0.0513,-1.0000,0.0580,-1.0000,0.0548,-1.0000,0.0377,-1.0000,0.0120,-1.0000,0.0000,-1.0000
-50.00,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0038,-1.0000,0.0080,-1.0000,0.0113,-1.0000,0.0120,-1.0000,0.0117,-1.0000,0.0054,-1.0000,0.0006,-1.0000,0.0000
-55.00,0.0000,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0019,-1.0000,0.0022,-1.0000,0.0003,-1.0000,0.0004,-1.0000,0.0000,-1.0000
