y_mm \ x_mm,-55.00,-50.00,-45.00,-40.00,-35.00,-30.00,-25.00,-20.00,-15.00,-10.00,-5.00,0.00,5.00,10.00,15.00,20.00,25.00,30.00,35.00,40.00,45.00,50.00,55.00,60.00,65.00
55.00,0.0003,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0019,-1.0000,0.0024,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0010,-1.0000,0.0000
50.00,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0014,-1.0000,0.0023,-1.0000,0.0038,-1.0000,0.0030,-1.0000,0.0016,-1.0000,0.0015,-1.0000,0.0010,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0000,-1.0000
45.00,0.0000,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0043,-1.0000,0.0092,-1.0000,0.0137,-1.0000,0.0118,-1.0000,0.0068,-1.0000,0.0018,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0003,-1.0000,0.0000
40.00,-1.0000,0.0000,-1.0000,0.0003,-1.0000,0.0045,-1.0000,0.0124,-1.0000,0.0362,-1.0000,0.0461,-1.0000,0.0297,-1.0000,0.0116,-1.0000,0.0020,-1.0000,0.0007,-1.0000,0.0000,-1.0000,0.0000,-1.0000
35.00,0.0000,-1.0000,0.0000,-1.0000,0.0034,-1.0000,0.0203,-1.0000,0.0771,-1.0000,0.1694,-1.0000,0.1605,-1.0000,0.0643,-1.0000,0.0174,-1.0000,0.0042,-1.0000,0.0004,-1.0000,0.0000,-1.0000,0.0000
30.00,-1.0000,0.0000,-1.0000,0.0019,-1.0000,0.0180,-1.0000,0.1174,-1.0000,0.4049,-1.0000,0.5901,-1.0000,0.3537,-1.0000,0.1050,-1.0000,0.0225,-1.0000,0.0026,-1.0000,0.0003,-1.0000,0.0000,-1.0000
25.00,0.0000,-1.0000,0.0022,-1.0000,0.0144,-1.0000,0.1165,-1.0000,0.5889,-1.0000,1.1785,-1.0000,1.0983,-1.0000,0.5232,-1.0000,0.1401,-1.0000,0.0218,-1.0000,0.0026,-1.0000,0.0000,-1.0000,0.0000
20.00,-1.0000,0.0006,-1.0000,0.0084,-1.0000,0.0813,-1.0000,0.5784,-1.0000,1.4808,-1.0000,1.7638,-1.0000,1.3915,-1.0000,0.6505,-1.0000,0.1442,-1.0000,0.0159,-1.0000,0.0008,-1.0000,0.0000,-1.0000
15.00,0.0007,-1.0000,0.0041,-1.0000,0.0407,-1.0000,0.4217,-1.0000,1.4409,-1.0000,1.9015,-1.0000,1.9110,-1.0000,1.5738,-1.0000,0.6703,-1.0000,0.0980,-1.0000,0.0073,-1.0000,0.0003,-1.0000,0.0000
10.00,-1.0000,0.0015,-1.0000,0.0185,-1.0000,0.2340,-1.0000,1.2310,-1.0000,1.8527,-1.0000,1.9592,-1.0000,1.9669,-1.0000,1.5945,-1.0000,0.4535,-1.0000,0.0402,-1.0000,0.0020,-1.0000,0.0000,-1.0000
5.00,0.0004,-1.0000,0.0070,-1.0000,0.0968,-1.0000,0.8543,-1.0000,1.8469,-1.0000,1.9833,-1.0000,1.9836,-1.0000,1.9392,-1.0000,1.1029,-1.0000,0.1687,-1.0000,0.0103,-1.0000,0.0006,-1.0000,0.0007
0.00,-1.0000,0.0027,-1.0000,0.0308,-1.0000,0.3843,-1.0000,1.5762,-1.0000,1.9515,-1.0000,2.0495,-1.0000,1.9493,-1.0000,1.5122,-1.0000,0.4237,-1.0000,0.0374,-1.0000,0.0034,-1.0000,0.0000,-1.0000
-5.00,0.0000,-1.0000,0.0084,-1.0000,0.1049,-1.0000,0.8324,-1.0000,1.8140,-1.0000,1.9266,-1.0000,1.9825,-1.0000,1.7894,-1.0000,0.6913,-1.0000,0.0928,-1.0000,0.0080,-1.0000,0.0004,-1.0000,0.0000
-10.00,-1.0000,0.0035,-1.0000,0.0220,-1.0000,0.2710,-1.0000,1.2819,-1.0000,1.9503,-1.0000,1.9371,-1.0000,1.8976,-1.0000,0.9507,-1.0000,0.1663,-1.0000,0.0171,-1.0000,0.0009,-1.0000,0.0000,-1.0000
-15.00,0.0003,-1.0000,0.0061,-1.0000,0.0625,-1.0000,0.5642,-1.0000,1.6178,-1.0000,1.9798,-1.0000,1.9208,-1.0000,1.0790,-1.0000,0.2479,-1.0000,0.0287,-1.0000,0.0038,-1.0000,0.0003,-1.0000,0.0000
-20.00,-1.0000,0.0007,-1.0000,0.0136,-1.0000,0.1373,-1.0000,0.7515,-1.0000,1.4275,-1.0000,1.7378,-1.0000,1.1438,-1.0000,0.2992,-1.0000,0.0434,-1.0000,0.0057,-1.0000,0.0011,-1.0000,0.0000,-1.0000
-25.00,0.0011,-1.0000,0.0025,-1.0000,0.0225,-1.0000,0.1770,-1.0000,0.5635,-1.0000,0.9229,-1.0000,0.9135,-1.0000,0.3213,-1.0000,0.0524,-1.0000,0.0095,-1.0000,0.0011,-1.0000,0.0003,-1.0000,0.0010
-30.00,-1.0000,0.0003,-1.0000,0.0060,-1.0000,0.0280,-1.0000,0.1242,-1.0000,0.2710,-1.0000,0.3874,-1.0000,0.2431,-1.0000,0.0589,-1.0000,0.0109,-1.0000,0.0015,-1.0000,0.0000,-1.0000,0.0000,-1.0000
-35.00,0.0000,-1.0000,0.0003,-1.0000,0.0049,-1.0000,0.0205,-1.0000,0.0566,-1.0000,0.0967,-1.0000,0.1024,-1.0000,0.0438,-1.0000,0.0108,-1.0000,0.0028,-1.0000,0.0000,-1.0000,0.0004,-1.0000,0.0000
-40.00,-1.0000,0.0000,-1.0000,0.0007,-1.0000,0.0037,-1.0000,0.0103,-1.0000,0.0225,-1.0000,0.0293,-1.0000,0.0219,-1.0000,0.0099,-1.0000,0.0026,-1.0000,0.0006,-1.0000,0.0000,-1.0000,0.0000,-1.0000
-45.00,0.0000,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0030,-1.0000,0.0061,-1.0000,0.0079,-1.0000,0.0121,-1.0000,0.0058,-1.0000,0.0031,-1.0000,0.0003,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0000
-50.00,-1.0000,0.0000,-1.0000,0.0003,-1.0000,0.0003,-1.0000,0.0019,-1.0000,0.0025,-1.0000,0.0060,-1.0000,0.0043,-1.0000,0.0021,-1.0000,0.0006,-1.0000,0.0004,-1.0000,0.0000,-1.0000,0.0000,-1.0000
-55.00,0.0000,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0011,-1.0000,0.0000,-1.0000,0.0027,-1.0000,0.0035,-1.0000,0.0014,-1.0000,0.0000,-1.0000,0.0003,-1.0000,0.0003,-1.0000,0.0003
-60.00,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0006,-1.0000,0.0026,-1.0000,0.0021,-1.0000,0.0010,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0000,-1.0000
-65.00,0.0003,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0011,-1.0000,0.0000,-1.0000,0.0019,-1.0000,0.0007,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0000,-1.0000,0.0000
