y_mm \ x_mm,-130.0,-125.0,-120.0,-115.0,-110.0,-105.0,-100.0,-95.0,-90.0,-85.0,-80.0,-75.0,-70.0,-65.0,-60.0,-55.0,-50.0,-45.0,-40.0,-35.0,-30.0,-25.0,-20.0,-15.0,-10.0,-5.0,0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0,130.0
130.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0006208,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.00030346,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.00033312,-1.0,0.00032191,-1.0,0.00061289,-1.0,0.0,-1.0,0.0,-1.0,0.0
125.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.00031703,-1.0,0.00030728,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.00031196,-1.0,0.00035464,-1.0,0.00031804,-1.0,0.00034391,-1.0,0.0,-1.0,0.00032614,-1.0,0.0003244,-1.0,0.00030467,-1.0,0.0,-1.0,0.00031763,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
120.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.00031548,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.00031742,-1.0,0.0,-1.0,0.00035269,-1.0,0.0,-1.0,0.0,-1.0,0.00032864,-1.0,0.00032462,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.00032621
115.0,-1.0,0.00032907,-1.0,0.0,-1.0,0.00032315,-1.0,0.00062026,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.00065141,-1.0,0.0,-1.0,0.0,-1.0,0.00030167,-1.0,0.00063613,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.00031439,-1.0,0.0,-1.0,0.00030805,-1.0
110.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.00060624,-1.0,0.0,-1.0,0.0,-1.0,0.00068628,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.00093635,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.00060319,-1.0,0.00090355,-1.0,0.00030194,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
105.0,-1.0,0.00034847,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.00030381,-1.0,0.0,-1.0,0.0,-1.0,0.00062484,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.00062258,-1.0,0.0,-1.0,0.00060856,-1.0,0.00030139,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.00066785,-1.0,0.00031197,-1.0,0.00031753,-1.0,0.0003142,-1.0,0.00030175,-1.0
100.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.00033941,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.00031156,-1.0,0.00030735,-1.0,0.0,-1.0,0.0,-1.0,0.00096332,-1.0,0.0,-1.0,0.00035418,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
95.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.00031757,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.00061411,-1.0,0.00031903,-1.0,0.00030125,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
90.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.00031985,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.00031122,-1.0,0.00034976,-1.0,0.0003522,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.00032596,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.00031298,-1.0,0.0
